2018-05-29 16:21:09 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
Cake\Http\Runner::__invoke() - CORE/src/Http/Runner.php, line 65
Cake\Http\Runner::run() - CORE/src/Http/Runner.php, line 51
Cake\Http\Server::run() - CORE/src/Http/Server.php, line 98
[main] - ROOT/webroot/index.php, line 40



2018-05-30 04:27:01 Error: [ArgumentCountError] Too few arguments to function Cake\Controller\Controller::beforeFilter(), 0 passed in /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/src/Controller/UsersController.php on line 20 and exactly 1 expected
Request URL: /users
Referer URL: http://php-practices.com/cakephp-login-logout-forgot-password/users
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/src/Controller/UsersController.php(20): Cake\Controller\Controller->beforeFilter()
#1 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Event/EventManager.php(353): App\Controller\UsersController->beforeFilter(Object(Cake\Event\Event))
#2 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Event/EventManager.php(330): Cake\Event\EventManager->_callListener(Array, Object(Cake\Event\Event))
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Event/EventDispatcherTrait.php(114): Cake\Event\EventManager->dispatch(Object(Cake\Event\Event))
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Controller/Controller.php(658): Cake\Controller\Controller->dispatchEvent('Controller.init...')
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(115): Cake\Controller\Controller->startupProcess()
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(94): Cake\Http\ActionDispatcher->_invoke(Object(App\Controller\UsersController))
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#14 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#15 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#16 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#17 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#18 {main}


2018-05-30 04:27:02 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:27:02 Warning: Warning (2): Declaration of App\Controller\UsersController::beforeFilter() should be compatible with Cake\Controller\Controller::beforeFilter(Cake\Event\Event $event) in [/var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/src/Controller/UsersController.php, line 13]
Request URL: /users
Referer URL: http://php-practices.com/cakephp-login-logout-forgot-password/users
Client IP: 127.0.0.1
Trace:
Cake\Error\BaseErrorHandler::handleError() - CORE/src/Error/BaseErrorHandler.php, line 159
include - APP/Controller/UsersController.php, line 13
Composer\Autoload\includeFile - ROOT/vendor/composer/ClassLoader.php, line 444
Composer\Autoload\ClassLoader::loadClass() - ROOT/vendor/composer/ClassLoader.php, line 322
spl_autoload_call - [internal], line ??
class_exists - [internal], line ??
Cake\Core\App::_classExistsInBase() - CORE/src/Core/App.php, line 152
Cake\Core\App::className() - CORE/src/Core/App.php, line 64
Cake\Http\ControllerFactory::getControllerClass() - CORE/src/Http/ControllerFactory.php, line 89
Cake\Http\ControllerFactory::create() - CORE/src/Http/ControllerFactory.php, line 37
Cake\Http\ActionDispatcher::dispatch() - CORE/src/Http/ActionDispatcher.php, line 91
Cake\Http\BaseApplication::__invoke() - CORE/src/Http/BaseApplication.php, line 228
Cake\Http\Runner::__invoke() - CORE/src/Http/Runner.php, line 65
Cake\Routing\Middleware\RoutingMiddleware::__invoke() - CORE/src/Routing/Middleware/RoutingMiddleware.php, line 158
Cake\Http\Runner::__invoke() - CORE/src/Http/Runner.php, line 65
Cake\Routing\Middleware\AssetMiddleware::__invoke() - CORE/src/Routing/Middleware/AssetMiddleware.php, line 88
Cake\Http\Runner::__invoke() - CORE/src/Http/Runner.php, line 65
Cake\Error\Middleware\ErrorHandlerMiddleware::__invoke() - CORE/src/Error/Middleware/ErrorHandlerMiddleware.php, line 98
Cake\Http\Runner::__invoke() - CORE/src/Http/Runner.php, line 65
Cake\Http\Runner::run() - CORE/src/Http/Runner.php, line 51
Cake\Http\Server::run() - CORE/src/Http/Server.php, line 98
[main] - ROOT/webroot/index.php, line 40



2018-05-30 04:27:02 Error: [ArgumentCountError] Too few arguments to function Cake\Controller\Controller::beforeFilter(), 0 passed in /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/src/Controller/UsersController.php on line 20 and exactly 1 expected
Request URL: /users
Referer URL: http://php-practices.com/cakephp-login-logout-forgot-password/users
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/src/Controller/UsersController.php(20): Cake\Controller\Controller->beforeFilter()
#1 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Event/EventManager.php(353): App\Controller\UsersController->beforeFilter(Object(Cake\Event\Event))
#2 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Event/EventManager.php(330): Cake\Event\EventManager->_callListener(Array, Object(Cake\Event\Event))
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Event/EventDispatcherTrait.php(114): Cake\Event\EventManager->dispatch(Object(Cake\Event\Event))
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Controller/Controller.php(658): Cake\Controller\Controller->dispatchEvent('Controller.init...')
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(115): Cake\Controller\Controller->startupProcess()
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(94): Cake\Http\ActionDispatcher->_invoke(Object(App\Controller\UsersController))
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#14 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#15 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#16 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#17 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#18 {main}


2018-05-30 04:27:02 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:27:02 Warning: Warning (2): Declaration of App\Controller\UsersController::beforeFilter() should be compatible with Cake\Controller\Controller::beforeFilter(Cake\Event\Event $event) in [/var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/src/Controller/UsersController.php, line 13]
Request URL: /users
Referer URL: http://php-practices.com/cakephp-login-logout-forgot-password/users
Client IP: 127.0.0.1
Trace:
Cake\Error\BaseErrorHandler::handleError() - CORE/src/Error/BaseErrorHandler.php, line 159
include - APP/Controller/UsersController.php, line 13
Composer\Autoload\includeFile - ROOT/vendor/composer/ClassLoader.php, line 444
Composer\Autoload\ClassLoader::loadClass() - ROOT/vendor/composer/ClassLoader.php, line 322
spl_autoload_call - [internal], line ??
class_exists - [internal], line ??
Cake\Core\App::_classExistsInBase() - CORE/src/Core/App.php, line 152
Cake\Core\App::className() - CORE/src/Core/App.php, line 64
Cake\Http\ControllerFactory::getControllerClass() - CORE/src/Http/ControllerFactory.php, line 89
Cake\Http\ControllerFactory::create() - CORE/src/Http/ControllerFactory.php, line 37
Cake\Http\ActionDispatcher::dispatch() - CORE/src/Http/ActionDispatcher.php, line 91
Cake\Http\BaseApplication::__invoke() - CORE/src/Http/BaseApplication.php, line 228
Cake\Http\Runner::__invoke() - CORE/src/Http/Runner.php, line 65
Cake\Routing\Middleware\RoutingMiddleware::__invoke() - CORE/src/Routing/Middleware/RoutingMiddleware.php, line 158
Cake\Http\Runner::__invoke() - CORE/src/Http/Runner.php, line 65
Cake\Routing\Middleware\AssetMiddleware::__invoke() - CORE/src/Routing/Middleware/AssetMiddleware.php, line 88
Cake\Http\Runner::__invoke() - CORE/src/Http/Runner.php, line 65
Cake\Error\Middleware\ErrorHandlerMiddleware::__invoke() - CORE/src/Error/Middleware/ErrorHandlerMiddleware.php, line 98
Cake\Http\Runner::__invoke() - CORE/src/Http/Runner.php, line 65
Cake\Http\Runner::run() - CORE/src/Http/Runner.php, line 51
Cake\Http\Server::run() - CORE/src/Http/Server.php, line 98
[main] - ROOT/webroot/index.php, line 40



2018-05-30 04:27:02 Error: [ArgumentCountError] Too few arguments to function Cake\Controller\Controller::beforeFilter(), 0 passed in /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/src/Controller/UsersController.php on line 20 and exactly 1 expected
Request URL: /users
Referer URL: http://php-practices.com/cakephp-login-logout-forgot-password/users
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/src/Controller/UsersController.php(20): Cake\Controller\Controller->beforeFilter()
#1 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Event/EventManager.php(353): App\Controller\UsersController->beforeFilter(Object(Cake\Event\Event))
#2 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Event/EventManager.php(330): Cake\Event\EventManager->_callListener(Array, Object(Cake\Event\Event))
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Event/EventDispatcherTrait.php(114): Cake\Event\EventManager->dispatch(Object(Cake\Event\Event))
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Controller/Controller.php(658): Cake\Controller\Controller->dispatchEvent('Controller.init...')
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(115): Cake\Controller\Controller->startupProcess()
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(94): Cake\Http\ActionDispatcher->_invoke(Object(App\Controller\UsersController))
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#14 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#15 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#16 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#17 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#18 {main}


2018-05-30 04:27:58 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:27:58 Error: [ParseError] syntax error, unexpected 'class' (T_CLASS), expecting ',' or ';'
Request URL: /users
Referer URL: http://php-practices.com/cakephp-login-logout-forgot-password/users
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/composer/ClassLoader.php(322): Composer\Autoload\includeFile('/var/www/php-pr...')
#1 [internal function]: Composer\Autoload\ClassLoader->loadClass('App\\Controller\\...')
#2 [internal function]: spl_autoload_call('App\\Controller\\...')
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Core/App.php(152): class_exists('App\\Controller\\...')
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Core/App.php(64): Cake\Core\App::_classExistsInBase('\\Controller\\Use...', 'App')
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ControllerFactory.php(89): Cake\Core\App::className('Users', 'Controller', 'Controller')
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ControllerFactory.php(37): Cake\Http\ControllerFactory->getControllerClass(Object(Cake\Http\ServerRequest))
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(91): Cake\Http\ControllerFactory->create(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#14 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#15 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#16 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#17 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#18 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#19 {main}


2018-05-30 04:27:59 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:27:59 Error: [ParseError] syntax error, unexpected 'class' (T_CLASS), expecting ',' or ';'
Request URL: /users
Referer URL: http://php-practices.com/cakephp-login-logout-forgot-password/users
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/composer/ClassLoader.php(322): Composer\Autoload\includeFile('/var/www/php-pr...')
#1 [internal function]: Composer\Autoload\ClassLoader->loadClass('App\\Controller\\...')
#2 [internal function]: spl_autoload_call('App\\Controller\\...')
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Core/App.php(152): class_exists('App\\Controller\\...')
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Core/App.php(64): Cake\Core\App::_classExistsInBase('\\Controller\\Use...', 'App')
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ControllerFactory.php(89): Cake\Core\App::className('Users', 'Controller', 'Controller')
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ControllerFactory.php(37): Cake\Http\ControllerFactory->getControllerClass(Object(Cake\Http\ServerRequest))
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(91): Cake\Http\ControllerFactory->create(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#14 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#15 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#16 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#17 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#18 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#19 {main}


2018-05-30 04:27:59 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:27:59 Error: [ParseError] syntax error, unexpected 'class' (T_CLASS), expecting ',' or ';'
Request URL: /users
Referer URL: http://php-practices.com/cakephp-login-logout-forgot-password/users
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/composer/ClassLoader.php(322): Composer\Autoload\includeFile('/var/www/php-pr...')
#1 [internal function]: Composer\Autoload\ClassLoader->loadClass('App\\Controller\\...')
#2 [internal function]: spl_autoload_call('App\\Controller\\...')
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Core/App.php(152): class_exists('App\\Controller\\...')
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Core/App.php(64): Cake\Core\App::_classExistsInBase('\\Controller\\Use...', 'App')
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ControllerFactory.php(89): Cake\Core\App::className('Users', 'Controller', 'Controller')
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ControllerFactory.php(37): Cake\Http\ControllerFactory->getControllerClass(Object(Cake\Http\ServerRequest))
